Financial Row,Type,Subsidiary: Name,Department: Name,Account (Line): Name,Date,Accounting Period: Start Date,Document Number,Transaction ID,Entity (Line),Entity (Line): Internal ID,Entity (Line): HubSpot Deal ID,ICC Projects,Name,Description,Amount
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51685.0,901416.0,492 The William Carter Company : 1183 Carter's - Pega phase 1 implementation cx strategy,29104.0,17791738713,,,,3125.96
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51684.0,901415.0,362 Universal Parks & Resorts : 1133 UDX - AdOps Support Renewal,27529.0,16534047054,,,,1.09
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,49224.0,887940.0,2 AARP : 883 AARP DAG Campaign Support 2024,22986.0,15340706956,,,Retainer Revenue Recognition,50000.0
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51587.0,898164.0,176 Amperity : 892 Amperity Premium Services Pod_R1,23411.0,15755102130,,,,28504.5
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51671.0,901412.0,362 Universal Parks & Resorts : 1038 GMAT Data Governance - Phase 2,25978.0,14545854040,,,,425.86
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51721.0,901420.0,374 Dish : 1268 2: Dish - Integrated Data + Martech solution,32653.0,17214937942,,,,21775.42
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51580.0,898159.0,170 CVS Health : 1296 PV Insights Portal PM,33389.0,20194098727,,,,60932.0
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51709.0,901330.0,492 The William Carter Company : 1183 Carter's - Pega phase 1 implementation cx strategy,29104.0,17791738713,,,,1371.5
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51612.0,901174.0,170 CVS Health : 1296 PV Insights Portal PM,33389.0,20194098727,,,,-60932.0
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51820.0,901516.0,245 Spire Orthopedic Partners : 1356 Spire - Complete Paycom Dashboard,36094.0,21000180538,,,,6950.0
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,49231.0,887946.0,173 Walmart : 939 Walmart - FY25 Marketing Advanced Analytics Retainer,24497.0,15845470578,,,Retainer Revenue Recognition,61072.08
,Journal,"futureproofAI, Inc",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,52170.0,913923.0,- No Entity -,,,ICC 1225 ICC in Blend Represents FPAI Inc (OA) : Verizon: Turing- Personalization Phase 2 Capacity Service,,TopSide Management Book Elim related to project ICC 1225 ICC in Blend Represents FPAI Inc (OA) : Verizon: Turing- Personalization Phase 2 Capacity Service,-129231.21
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51642.0,901399.0,362 Universal Parks & Resorts : 1038 GMAT Data Governance - Phase 2,25978.0,14545854040,,,,24214.53
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,52195.0,917266.0,176 Amperity : 892 Amperity Premium Services Pod_R1,23411.0,15755102130,,,Additional Rev Rec for the EMEA resources Aug 24,7040.0
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51667.0,901305.0,362 Universal Parks & Resorts : 1038 GMAT Data Governance - Phase 2,25978.0,14545854040,,,,29.62
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51649.0,901490.0,362 Universal Parks & Resorts : 1038 GMAT Data Governance - Phase 2,25978.0,14545854040,,,,1376.98
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51810.0,901513.0,174 Comcast Corporation : 895 Comcast: 2024 Loyalty and Rewards Pod,23415.0,15705783145,,,,63593.51
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51659.0,901405.0,362 Universal Parks & Resorts : 1038 GMAT Data Governance - Phase 2,25978.0,14545854040,,,,1440.86
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51796.0,901590.0,374 Dish : 1268 2: Dish - Integrated Data + Martech solution,32653.0,17214937942,,,,295.63
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,52188.0,914883.0,474 ICC in Blend Represents FPAI Inc (OA) : 1469 Newfold Adobe Analytics support,39544.0,18602696038; 20402739113,,,Revenue Recognition for entire project. Coming from PR ID 29839.,67000.0
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51674.0,901307.0,362 Universal Parks & Resorts : 1133 UDX - AdOps Support Renewal,27529.0,16534047054,,,,1176.98
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51562.0,898145.0,170 CVS Health : 1040 MGE/PMH/GPT 2024 Team,25980.0,15954185039,,,,10520.0
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51682.0,901414.0,362 Universal Parks & Resorts : 1133 UDX - AdOps Support Renewal,27529.0,16534047054,,,,378.15
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51679.0,901312.0,362 Universal Parks & Resorts : 1133 UDX - AdOps Support Renewal,27529.0,16534047054,,,,15483.37
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51910.0,904124.0,245 Spire Orthopedic Partners : 1356 Spire - Complete Paycom Dashboard,36094.0,21000180538,,,Capability Adjustment,-6950.0
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51690.0,901317.0,362 Universal Parks & Resorts : 1133 UDX - AdOps Support Renewal,27529.0,16534047054,,,,0.12
,Journal,"Blend360, LLC",CX,CX Intelligent Application Revenue,2024-08-31,2024-08-01,51715.0,901336.0,500 ExploreLearning : 1231 ExploreLearning - GA4 and Data Privacy Support,30780.0,14611530574,,,,4653.99
Total - 422400 - CX Intelligent Application Revenue,,,,,,,,,,,,,,,260422.22013529536
422500 - Insourcing Services Revenue,,,,,,,,,,,,,,,
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,9 MasterCard,567.0,,,,Ivan Basile - write-off balance,-880.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Jacqueline Green - write-off balance (ended 11/2022),-1200.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,195 Leukemia & Lymphoma Society,3308.0,,,,Rashelle Baskin - write-off balance (ended 01/2023),-877.5
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,194 ASME,3307.0,,,,Darshan Patel - write-off balance,551.26
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,273 Ent Credit Union,6722.0,,,,Georgeanne Nelson - write-off balance (ended 07/2023),520.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,10 AT&T,568.0,,,,Mason McDowell - write-off balance,-336.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,10 AT&T,568.0,,,,Gregory Miller (unity Subscription) - write-off balance,206.48
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Jeffrey Zhang - write-off balance,54.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48747.0,865395.0,7 American Express,565.0,,,,Zahara Kassamali - looks like 08/2023 expense was never billed for - Per LAM 08-15-24. This amt was taken from Prebilling - need to trace PO billing,-2831.81
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,10 AT&T,568.0,,,,Elizabeth DeSantis - write-off balance,190.8
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48747.0,865395.0,7 American Express,565.0,,,,Ann Tulley - consultant ended 12/2020   per LAM 08-15-24 - no record of transfer of balance.,523.5
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Angela Pagiazitis - write-off balance (ended 07/2023),-442.25
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,8 Citi,566.0,,,,Sydney Martin - write-off balance (ended 06/2023),1072.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Alexis Morgan - write-off balance,-719.46
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,269 Visa (BTS),5983.0,,,,Amanda Moore - write-off balance (PTO),-2407.2
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48747.0,865395.0,269 Visa (BTS),5983.0,,,,Michal Urban - Write off residual balance,60.08
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Evan Anderson - write-off balance,-639.2
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Alexandra Garanicova - write-off balance,-840.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,269 Visa (BTS),5983.0,,,,Kathleen DeAnna - write-off balance,2565.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,- No Entity -,,,,,Deborah Audu - write-off balance (OT recognized as regular due to error in paperwork) - 196 Teladoc,2375.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,269 Visa (BTS),5983.0,,,,Kryshae Averette - write-off balance,-380.37
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48747.0,865395.0,7 American Express,565.0,,,,"Anthony Cocola - Amt transferred from Eugenia Ramirez=29,125.  Applied to Cocola between PO1364431 that ended in October 2023 and PO1386752 that started Feb 2024.  Billing amoung between those two POs was 32,960 - per LAM- depleted by Cocola then we billed monthly - Should write off",-3835.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Klaudia Kotonski - write-off balance,-476.36
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,188 Blend360: DSX Internal,2796.0,,,,Harsha Krothapalli - write-off balance - old Blend internal BTS/DSX (Dish),-1939.38
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,- No Entity -,,,,,"Salem McLaughlin - write-off balance (ended 04/2023) - 235 Laird Superfood, Inc.",414.66
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48747.0,865395.0,7 American Express,565.0,,,,Erik vanderWilt - ended 2021.  Was balance applied to someone else? - Per LAM 08-15-24.  Mikayala Bonsenor.  Should recognize.  (7580.00) was erroeneously written off for Bonsenor as it wasn't connected to this consultant,7580.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,193 BAI Connect,3306.0,,,,Anthony Kamminga - recognize balance,848.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,269 Visa (BTS),5983.0,,,,Corey Drakes - write-off balance,-180.54
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Queenie Suprena - write off balance.  12/31/22 JE676 to void erroneous bill - s/h gone to revenue,-2400.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48747.0,865395.0,7 American Express,565.0,,,,McKenzie Sutherland - Ended 02/2024.  overbilled by 5119.74.  why?? - per LAM 08-15-24 - correct amt billed.  Should recognize.,5119.74
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Claire Fanning - write-off balance - PTO originally posted as billable w/e 1/1/23,-780.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48747.0,865395.0,7 American Express,565.0,,,,Jessica Lane - underbilled by 2581.13..  why? - Per LAM 08-15-24.  PO replaced with PO1386249 issued 5/3/24. Used up.  Probably should write off,-2581.13
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Anna Groffsky - write-off balance,-1433.5
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Samantha McCarthy - write-off balance,-588.73
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Maegan Macias - write-off balance,-640.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Daisy Rozario - write-off balance,-1525.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,269 Visa (BTS),5983.0,,,,Nancy Racz - write-off balance,-722.16
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,8 Citi,566.0,,,,James Garvin - write-off balance (ended 07/2023),-651.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48747.0,865395.0,7 American Express,565.0,,,,Emily Studnick - ended 09/2023.  Was balance applied to someone else? - Billed monthly.  Should recognize.,1264.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Deanna Turzi - write-off balance,-488.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Charlotte Spruck - write-off balance (ended 08/2023),-488.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,8 Citi,566.0,,,,Mirna Macchiavello - recognize additional revenue due to rate change from $75 to 98 per hour for 2023,10856.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,269 Visa (BTS),5983.0,,,,Dennis McGlynn - write-off balance,-880.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,9 MasterCard,567.0,,,,Kerrianne Taxter - write-off balance,-770.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,269 Visa (BTS),5983.0,,,,Lorraine Liu - recognize - additional 40 hours billed for w/e 6/11/23- she didn't start until w/e 6/18/23.,6600.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,195 Leukemia & Lymphoma Society,3308.0,,,,Faye Beresner - write-off balance (error in rate for 2023),-1621.25
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Michelle Yun - write off balance,-360.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,269 Visa (BTS),5983.0,,,,Jordan Cuff - write-off balance,481.44
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48747.0,865395.0,7 American Express,565.0,,,,Kalliopi Gaidatzis - Ended Aug 2023 underbilled by 4844.58.  Why?? - Per LAM 08-15-24 - unknown,-4844.58
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Kaitlyn Butler - write-off balance (ended 04/2023),304.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48747.0,865395.0,7 American Express,565.0,,,,Kamila San - underbilled by 6080.00 why??? - Unknown.  Old.  Should Write off,-6080.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,269 Visa (BTS),5983.0,,,,Ruben Rodriguez - write-off balance,-0.02
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Vivianne Huang - write-off balance,65.45
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,8 Citi,566.0,,,,Marcus Kuhlman - write-off balance (ended 06/2023),-750.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,River Albo - write-off balance (ended 12/2022),-1260.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Claire Fanning - write-off balance - March 2023 hours were 161. Only billed for 136 due to late TS adjustments ($61 per hour) (ended 06/2023),-2440.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Ade Tutu - write-off balance,0.1
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Kayla Spohr - write-off balance (ended 11/2023),-2628.86
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Kat Recio - write-off balance (ended 01/2023),-100.1
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-01,2024-08-01,48239.0,839981.0,7 American Express,565.0,,,,Fatoumata Sow - write-off balance (ended 07/2023),-2560.9
,Journal,Engagement Factory UK,Insourcing Services,Insourcing Services Revenue,2024-08-30,2024-08-01,51590.0,898451.0,- No Entity -,,,,,Amex BTS IC rev reclass Aug,-10249.100886802686
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Christopher Giorgio,8960.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Lorraine Kenny,11634.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Shayla Edwards,11070.4
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Odera Mekkam,11440.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,269 Visa (BTS),5983.0,,,,Katherine Zhang,6400.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,269 Visa (BTS),5983.0,,,,Julmia Penn,10110.24
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Sabrina Grassi,6556.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Manzi Burns,11440.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,269 Visa (BTS),5983.0,,,,Meghan Fitzgerald,18984.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,269 Visa (BTS),5983.0,,,,Bernadin Cator,10584.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,51575.0,898154.0,170 CVS Health : 863 POD 8 Transition Support Team,22854.0,15139729316,,,,9360.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Rachel Fuqua,4368.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Alexa Shavitz,11700.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,170 CVS Health,2020.0,,,,Jigar Bhinde,5040.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Andrea Grilo,19360.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Laura Ruddy,29920.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,269 Visa (BTS),5983.0,,,,Fatama AwadaZayour,9544.5
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Grace Mathews,11537.5
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Daniella Caputo,14080.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Annie Arrix,11440.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Tracy Poltie,11634.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Ozzie Sosa,13200.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Ashley Sargent,16200.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,269 Visa (BTS),5983.0,,,,Valerie Williams,10080.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Tahisha Jenkins,8160.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Jessica Cordero,13200.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,269 Visa (BTS),5983.0,,,,Shernelle Bonds,7560.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,269 Visa (BTS),5983.0,,,,Marcie Wiehagen,18487.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Jaylen Carter,9372.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Sophie Krantz,14380.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Skylar Heilos,14080.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Kai Gregory,11440.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,170 CVS Health,2020.0,,,,Ramiz Shaik (Segra),14080.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Mary Ado,14960.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Anthony Romero,11505.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Roslyn Smith,17160.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Kelsey McGuire,11070.4
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Alexa Tsahalis,14040.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Sarah Kirk,13440.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Residual adjustments for various ended projects/consultants,7876.01
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,170 CVS Health : 863 POD 8 Transition Support Team,22854.0,15139729316,,,Yaseen Ghani,-1680.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Skye Mollica,8230.47
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Natalie Vitols,9880.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,7 American Express,565.0,,,,Claire Jansen,15638.25
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Amari Hall,9196.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Elizabeth Rossi,12144.0
,Journal,"Blend360, LLC",Insourcing Services,Insourcing Services Revenue,2024-08-31,2024-08-01,52022.0,909159.0,8 Citi,566.0,,,,Elizabeth Mrozek,10787.25
